timestamp,lane
8.333,2
10.048,3
11.764,4
15.196,2
16.912,3
18.628,2
20.773,2
22.06,3
23.776,2
24.205,2
24.634,2
25.063,2
25.921,1
26.779,3
27.636,2
28.494,4
29.352,4
30.21,2
31.068,2
31.926,4
32.784,4
33.642,2
34.5,3
35.358,4
36.645,4
37.503,4
39.648,4
40.506,3
41.364,3
42.222,2
43.08,2
43.938,3
44.796,2
45.654,1
46.512,1
47.369,1
47.798,2
48.227,2
48.656,3
49.085,3
49.514,4
49.943,4
51.659,2
52.088,2
52.517,3
53.375,2
53.804,2
54.233,3
55.091,2
55.52,2
55.949,3
56.807,1
57.665,2
58.523,1
59.381,2
60.239,1
61.097,2
61.526,3
61.955,2
62.169,2
62.598,2
62.813,2
63.027,2
64.1,2
64.958,2
65.387,2
65.601,3
66.673,4
67.102,3
67.317,3
68.389,3
68.818,4
69.247,3
69.676,3
70.105,3
70.534,3
70.963,3
71.392,3
71.821,4
72.679,3
73.537,4
74.395,3
75.253,2
76.969,4
78.685,3
79.543,3
80.401,2
82.117,3
83.833,2
84.691,2
85.548,2
86.406,3
88.122,4
88.551,3
89.838,4
90.696,3
93.27,1
94.128,2
95.844,2
97.56,3
98.418,3
99.276,3
100.134,2
100.992,3
101.421,3
102.708,3
105.281,2
105.71,3
106.139,2
107.855,1
108.284,2
108.713,2
109.142,3
110.0,3
110.429,2
110.858,2
111.287,2
112.145,4
113.003,2
114.719,2
122.441,3
123.299,3
124.156,2
125.014,1
125.872,4
126.73,3
127.159,3
127.374,3
128.446,3
129.304,2
130.162,3
131.02,2
131.664,3
132.736,3
133.594,1
134.023,2
134.452,3
134.881,4
135.31,3
135.739,3
136.168,2
137.026,2
137.455,2
137.669,3
138.527,4
139.171,3
139.385,3
140.458,2
140.887,2
141.101,3
141.959,4
143.032,2
143.889,2
144.747,3
145.605,2
146.463,3
147.321,1
149.037,2
150.753,3
152.469,3
152.898,3
154.185,1
154.614,1
155.901,4
156.33,3
156.759,1
157.188,3
157.617,4
158.046,3
158.475,1
159.333,1
159.762,2
161.049,3
161.907,2
162.764,2
163.193,4
163.622,2
164.051,1
164.48,2
165.338,3
166.196,2
167.912,2
169.628,2
170.486,2
171.344,2
172.202,2
173.06,1
173.489,2
174.776,4
176.492,2
177.35,2
177.779,3
178.208,2
179.924,1
180.353,1
180.782,1
181.211,1
182.068,2
182.497,2
182.926,3
184.428,2
184.642,3
184.857,3
185.5,2
185.929,2
186.358,2
187.86,2
188.074,2
188.289,2
188.932,3
189.361,3
189.79,3
190.648,2
191.506,3
192.364,2
193.222,3
193.651,3
198.799,2
199.228,2
199.657,3
200.086,3
200.515,3
201.372,2
202.23,3
203.088,4
203.946,4
204.375,3
204.804,3
205.233,2
205.662,2
206.091,1
207.378,2
207.807,2
208.022,3
208.88,4
209.523,3
209.738,3
210.81,2
211.239,2
211.453,3
212.311,4
215.958,2
216.387,1
217.245,2
217.674,2
218.103,3
218.961,3
219.39,3
221.105,3
223.25,3
225.395,3
226.253,2
227.969,3
229.685,2
230.543,2
231.401,2
232.259,3
233.975,4
234.404,3
235.691,4
236.549,3
239.123,1
239.98,2
240.409,2
241.696,2
243.412,3
244.27,3
245.128,3
245.986,2
246.844,3
247.273,3
248.56,3
251.134,2
251.563,3
251.992,2
253.708,2
254.137,2
254.566,2
254.995,2
255.424,2
255.853,2
256.282,2
256.711,2
257.14,2
257.569,2
257.998,2
258.427,2
258.856,2
259.284,2
259.713,2
260.571,2
267.435,2
